E_L93	N_L93	nb_m2	g_m2	Nb_0.25m2	g_0.25m2	Points	Annee
375444.943	6409147.333	148	311.620095660404	37	77.9050239151011	S1_19	2014
375455.665	6408869.037	22	36.7442429510181	5.5	9.18606073775453	S1_20	2014
375316.521	6409403.482	204	82.2708982166789	51	20.5677245541697	S1_24	2014
378858.337	6404625.282	30	61.1975956936712	7.5	15.2993989234178	S4_1	2014
378874.877	6405133.676	2	0.843935594615146	0.5	0.210983898653786	S4_2	2014
378336.412	6404669.108	16	23.7828619447614	4	5.94571548619036	S4_3	2014
378968.033	6406212.94	2	0.16315095087576	0.5	0.0407877377189401	S4_4	2014
378126.854	6405005.019	6	12.0680072778929	1.5	3.01700181947322	S4_5	2014
379448.7	6405437.337	0	0	0	0,0	S4_6	2014
379775.676	6405632.732	0	0	0	0,0	S4_7	2014
379060.084	6403776.488	0	0	0	0,0	S4_8	2014
380033.348	6405289.342	0	0	0	0,0	S4_9	2014
379424.878	6404465.134	28	116.870678448087	7	29.2176696120217	S4_10	2014
378862.924	6405958.319	106	182.848852155482	26.5	45.7122130388705	S4_11	2014
378983.383	6405827.109	0	0	0	0,0	S4_12	2014
379593.769	6406110.636	6	55.6501797333161	1.5	13.912544933329	S4_13	2014
378556.912	6404195.025	0	0	0	0,0	S4_14	2014
379806.116	6403771.199	0	0	0	0,0	S4_15	2014
378297.377	6405863.715	156	130.567001284661	39	32.6417503211653	S4_16	2014
379055.675	6403612.134	0	0	0	0,0	S4_17	2014
379883.846	6404883.407	0	0	0	0,0	S4_18	2014
379113.995	6403916.49	2	1.66643329499927	0.5	0.416608323749817	S4_19	2014
378900.447	6403733.344	0	0	0	0,0	S4_20	2014
378324.067	6406240.76	0	0	0	0,0	S4_21	2014
379335.243	6406268.817	0	0	0	0,0	S4_22	2014
379650.014	6406018.426	0	0	0	0,0	S4_23	2014
378810.512	6406205.221	8	0.912316003973361	2	0.22807900099334	S4_24	2014
379021.868	6404030.253	0	0	0	0,0	S4_25	2014
379773.628	6404231.566	2	1.66643329499927	0.5	0.416608323749817	S4_26	2014
378612.478	6403850.243	0	0	0	0,0	S4_27	2014
379001.807	6405492.803	0	0	0	0,0	S4_28	2014
378480.2	6406014.199	72	107.094337821493	18	26.7735844553732	S4_29	2014
378457.394	6405501.285	4	7.63201192015342	1	1.90800298003835	S4_30	2014
379818.684	6404976.884	0	0	0	0,0	S4_31	2014
379709.412	6403697.681	0	0	0	0,0	S4_32	2014
379927.158	6404383.399	76	337.203969233856	19	84.300992308464	S4_33	2014
379601.577	6403919.981	0	0	0	0,0	S4_35	2014
378235.852	6405947.799	296	192.500034396921	74	48.1250085992302	S4_36	2014
378310.198	6404882.845	112	204.459148261664	28	51.1147870654161	S4_37	2014
378216.156	6405125.27	6	10.4404798151905	1.5	2.61011995379761	S4_38	2014
379169.004	6403793.493	2	6.98473222693458	0.5	1.74618305673364	S4_39	2014
378841.38	6405868.498	8	28.073828595617	2	7.01845714890424	S4_40	2014
380050.611	6405598.877	8	51.5802413158778	2	12.8950603289695	S4_41	2014
379908.941	6404952.373	0	0	0	0,0	S4_42	2014
379549.657	6404737.965	0	0	0	0,0	S4_43	2014
379725.739	6403971.412	0	0	0	0,0	S4_44	2014
378338.484	6404904.808	114	217.668111830511	28.5	54.4170279576277	S4_45	2014
378775.483	6404603.059	8	21.0590525468177	2	5.26476313670444	S4_46	2014
379132.294	6405167.91	2	6.98473222693458	0.5	1.74618305673364	S4_47	2014
379233.255	6404217.386	2	0.245135977641474	0.5	0.0612839944103686	S4_48	2014
379471.559	6403850.762	0	0	0	0,0	S4_49	2014
378249.009	6404600.766	12	19.6104067788584	3	4.90260169471459	S4_50	2014
379218.996	6404591.374	6	2.84151466104222	1.5	0.710378665260554	S4_72	2014
378635.704	6404008.461	0	0	0	0,0	S4_74	2014
373874.7	6411924.632	48	210.452635106573	12	52.6131587766432	S6_1	2014
372213.154	6411825.264	110	357.709116308233	27.5	89.4272790770582	S6_2	2014
372369.049	6411944.429	58	261.659063267984	14.5	65.4147658169959	S6_3	2014
372946.134	6411408.554	118	390.811371082262	29.5	97.7028427705656	S6_4	2014
372198.241	6410914.287	10	37.15031436503	2.5	9.28757859125751	S6_5	2014
372771.657	6412118.139	128	536.107886191778	32	134.026971547944	S6_6	2014
374122.151	6412131.682	150	256.788931867821	37.5	64.1972329669553	S6_7	2014
372721.465	6411725.819	44	176.906314739819	11	44.2265786849548	S6_8	2014
372426.527	6411074.531	132	659.21044352957	33	164.802610882393	S6_9	2014
372182.374	6412469.267	68	302.716047968887	17	75.6790119922218	S6_10	2014
372086.709	6411635.159	68	236.389350231666	17	59.0973375579166	S6_11	2014
372392.581	6411560.34	40	228.747414816092	10	57.186853704023	S6_12	2014
373128.85	6412076.466	20	70.8287972582622	5	17.7071993145656	S6_13	2014
373157.057	6412452.111	16	61.6118993376666	4	15.4029748344167	S6_14	2014
372892.192	6411474.41	14	67.7721960294938	3.5	16.9430490073735	S6_15	2014
372835.678	6411910.501	118	467.152858579779	29.5	116.788214644945	S6_16	2014
372104.52	6412022.864	14	36.1314820899748	3.5	9.03287052249369	S6_17	2014
372766.072	6411780.687	66	423.312307085442	16.5	105.82807677136	S6_18	2014
372879.077	6411821.144	4	1.91156927264074	1	0.477892318160186	S6_19	2014
371996.957	6412284.299	74	389.378064025232	18.5	97.3445160063081	S6_20	2014
373554.511	6412092.76	0	0	0	0,0	S6_21	2014
372413.444	6412193.651	90	421.514633493155	22.5	105.378658373289	S6_22	2014
373453.468	6412263.601	22	177.072796372454	5.5	44.2681990931134	S6_23	2014
372972.119	6411802.545	38	128.015018061449	9.5	32.0037545153623	S6_24	2014
372289.535	6411272.414	4	31.3762211083967	1	7.84405527709916	S6_25	2014
372848.556	6411352.394	102	337.220868045624	25.5	84.305217011406	S6_26	2014
373203.022	6411561.497	286	1609.10630053148	71.5	402.276575132869	S6_27	2014
373287.775	6411861.949	102	640.883972628378	25.5	160.220993157095	S6_35	2014
372618.232	6411497.756	118	724.522043085026	29.5	181.130510771256	S6_39	2014
370796.137	6411306.859	118	359.414941497655	29.5	89.8537353744139	Z1_1	2014
371357.277	6410934.897	116	374.881695022576	29	93.7204237556441	Z1_2	2014
370888.039	6410241.715	10	10.8787026093326	2.5	2.71967565233314	Z1_3	2014
371450.411	6410614.248	160	494.650579026762	40	123.66264475669	Z1_4	2014
370807.551	6410896.291	6	21.5864662741708	1.5	5.39661656854271	Z1_5	2014
370965.704	6411236.003	210	885.925502404486	52.5	221.481375601121	Z1_6	2014
371800.808	6410460.98	10	30.2274815043933	2.5	7.55687037609832	Z1_7	2014
371374.596	6409761.69	122	313.610358365511	30.5	78.4025895913778	Z1_8	2014
371232.391	6410203.069	28	44.9838803950318	7	11.2459700987579	Z1_9	2014
371407.017	6410953.204	86	868.883102656634	21.5	217.220775664158	Z1_10	2014
371577.178	6410248.739	104	347.28576448049	26	86.8214411201224	Z1_12	2014
371350.654	6411087.598	20	116.781362149093	5	29.1953405372732	Z1_13	2014
370530.117	6411485.534	6	3.58757539241651	1.5	0.896893848104127	Z1_14	2014
371628.579	6410734.66	146	453.00458795138	36.5	113.251146987845	Z1_15	2014
370678.482	6411047.195	24	30.4205685077939	6	7.60514212694848	Z1_16	2014
371703.619	6410012.595	30	85.3790166175238	7.5	21.344754154381	Z1_17	2014
371140.23	6409912.734	2	3.4261424402037	0.5	0.856535610050926	Z1_18	2014
370951.922	6411285.698	16	16.8151659543062	4	4.20379148857656	Z1_19	2014
371276.467	6410268.324	52	99.8011212349479	13	24.950280308737	Z1_20	2014
370563.663	6410716.045	44	414.654869983742	11	103.663717495936	Z1_21	2014
370683.044	6411047.795	0	0	0	0,0	Z1_22	2014
371516.874	6410953.664	16	86.719653910177	4	21.6799134775442	Z1_24	2014
371651.203	6410882.942	0	0	0	0,0	Z1_25	2014
370700.798	6410681.302	0	0	0	0,0	Z1_31	2014
370679.028	6410346.175	14	41.1887314995361	3.5	10.297182874884	Z1_32	2014
374552.494	6410345.44	46	208.032802972017	11.5	52.0082007430042	Z2_1	2014
375147.325	6410859.535	34	172.016867300835	8.5	43.0042168252086	Z2_2	2014
374093.556	6410124.495	68	215.911744267237	17	53.9779360668092	Z2_3	2014
374129.912	6410247.74	14	40.4242431120802	3.5	10.1060607780201	Z2_4	2014
375083.465	6410882.942	14	22.067120981343	3.5	5.51678024533576	Z2_5	2014
374358.066	6410179.773	72	268.623590045687	18	67.1558975114217	Z2_6	2014
375381.796	6410433.571	4	29.0342304503962	1	7.25855761259904	Z2_7	2014
374567.447	6410451.553	42	206.683321860314	10.5	51.6708304650784	Z2_8	2014
374321.484	6410067.679	22	22.9169476096641	5.5	5.72923690241602	Z2_9	2014
374832.519	6410460.647	4	0.490271955282949	1	0.122567988820737	Z2_10	2014
375311.829	6410574.997	136	246.958096775653	34	61.7395241939133	Z2_11	2014
375777.527	6410314.958	30	128.316156117369	7.5	32.0790390293423	Z2_12	2014
375355.77	6410699.956	134	342.997610121539	33.5	85.7494025303848	Z2_13	2014
373533.971	6410109.765	0	0	0	0,0	Z2_14	2014
375264.484	6410342.71	58	384.223649638257	14.5	96.0559124095643	Z2_15	2014
375824.848	6410153.658	28	160.611547732157	7	40.1528869330392	Z2_16	2014
373985.408	6409948.138	24	110.070012604419	6	27.5175031511047	Z2_23	2014
377200.464	6407292.649	0	0	0	0,0	Z3_1	2014
377057.446	6407681.35	158	443.067393341288	39.5	110.766848335322	Z3_2	2014
377015.781	6407591.079	42	171.862393711194	10.5	42.9655984277985	Z3_3	2014
376924.257	6407570.306	110	378.096234639173	27.5	94.5240586597932	Z3_4	2014
376510.977	6407627.489	84	346.96897121764	21	86.74224280441	Z3_5	2014
377462.119	6407958.731	30	25.9157938315078	7.5	6.47894845787694	Z3_6	2014
376253.522	6407637.281	120	501.910411784745	30	125.477602946186	Z3_7	2014
376246.489	6407887.753	6	10.2914093973131	1.5	2.57285234932827	Z3_8	2014
376160.045	6407994.401	34	121.011909816185	8.5	30.2529774540463	Z3_9	2014
376245.144	6407433.663	38	218.097434254015	9.5	54.5243585635038	Z3_10	2014
376960.736	6407828.969	94	240.576709854468	23.5	60.144177463617	Z3_11	2014
376639.352	6407424.981	4	29.2290581018127	1	7.30726452545317	Z3_12	2014
375912.659	6407534.272	40	128.449046045474	10	32.1122615113684	Z3_13	2014
377457.677	6407253.036	0	0	0	0,0	Z3_14	2014
377655.053	6407550.991	108	100.041569949138	27	25.0103924872844	RB_1	2014
378091.319	6407419.202	24	12.0061327108234	6	3.00153317770586	RB_2	2014
377893.682	6407124.876	2	1.35029937320823	0.5	0.337574843302057	RB_3	2014
377758.13	6407222.036	0	0	0	0,0	RB_4	2014
378035.144	6408209.728	0	0	0	0,0	RB_5	2014
377566.982	6407123.277	4	29.2290581018127	1	7.30726452545317	RB_6	2014
378165.841	6408143.816	8	3.14880964202332	2	0.787202410505829	RB_7	2014
377750.277	6407004.27	52	19.3982310694594	13	4.84955776736486	RB_8	2014
377633.818	6407763.459	72	111.88642174529	18	27.9716054363224	RB_9	2014
378470.582	6407060.059	52	72.1920526989035	13	18.0480131747259	RB_10	2014
378859.899	6406606.669	18	33.8142215890993	4.5	8.45355539727482	RB_11	2014
378294.037	6406674.768	200	275.495692973188	50	68.8739232432971	RB_12	2014
377909.91	6407714.801	10	4.99450761054755	2.5	1.24862690263689	RB_13	2014
377443.655	6407911.437	164	344.397443736618	41	86.0993609341546	RB_14	2014
377987.386	6406624.644	2	0.245135977641474	0.5	0.0612839944103686	RB_15	2014
378841.04	6406693.268	68	158.256981350785	17	39.5642453376961	RB_16	2014
377355.946	6408207.239	12	39.4521849464709	3	9.86304623661773	RB_17	2014
377511.543	6408210.762	0	0	0	0,0	RB_18	2014
377727.55	6407720.083	76	65.3697111986881	19	16.342427799672	RB_21	2014
371066.11	6409009.047	0	0	0	0,0	RIO_1	2014
369081.608	6409607.279	32	252.192684201431	8	63.0481710503577	RIO_2	2014
368729.979	6409707.92	4	5.09257573520297	1	1.27314393380074	RIO_3	2014
370891.478	6408553.999	0	0	0	0,0	RIO_4	2014
370442.03	6408754.257	172	671.032175314163	43	167.758043828541	RIO_5	2014
368853.608	6409553.145	2	24.0465075827706	0.5	6.01162689569264	RIO_6	2014
370521.59	6409261.388	4	12.5592237490886	1	3.13980593727214	RIO_7	2014
367896.856	6409440.259	0	0	0	0,0	RIO_8	2014
366935.458	6409337.483	22	165.406715704435	5.5	41.3516789261087	RIO_9	2014
371050.758	6408688.7	14	26.2961722505604	3.5	6.57404306264011	RIO_10	2014
367977.511	6409987.009	2	35.7489807835375	0.5	8.93724519588438	RIO_11	2014
370900.177	6408679.52	4	26.3353369547654	1	6.58383423869136	RIO_12	2014
368560.962	6409287.405	0	0	0	0,0	RIO_13	2014
370899.181	6408653.835	0	0	0	0,0	RIO_14	2014
369351.606	6409796.769	0	0	0	0,0	RIO_15	2014
370212.857	6408991.587	118	418.811134813626	29.5	104.702783703406	RIO_16	2014
369926.202	6409506.182	134	526.991228566969	33.5	131.747807141742	RIO_17	2014
367752.94	6409498.264	0	0	0	0,0	RIO_18	2014
370376.255	6409077.419	160	966.257832540617	40	241.564458135154	RIO_19	2014
369594.348	6409645.878	0	0	0	0,0	RIO_20	2014
368021.833	6409730.9	0	0	0	0,0	RIO_21	2014
369550.837	6409318.433	2	15.2421941695635	0.5	3.81054854239087	RIO_22	2014
368542.777	6409882.174	2	3.4261424402037	0.5	0.856535610050926	RIO_23	2014
369196.571	6409697.931	4	24.9676278878652	1	6.24190697196631	RIO_24	2014
369111.181	6409683.837	20	192.199794534467	5	48.0499486336168	RIO_25	2014
369563.235	6409760.159	0	0	0	0,0	RIO_26	2014
367932.661	6409731.689	2	6.98473222693458	0.5	1.74618305673364	RIO_27	2014
368171.564	6409543.838	0	0	0	0,0	RIO_28	2014
369103.326	6409345.709	2	24.0465075827706	0.5	6.01162689569264	RIO_29	2014
371016.836	6408926.32	0	0	0	0,0	RIO_30	2014
368598.235	6410000.289	0	0	0	0,0	RIO_31	2014
370333.735	6409248.327	74	609.401543163762	18.5	152.350385790941	RIO_32	2014
370873.646	6409140.704	0	0	0	0,0	RIO_33	2014
368191.304	6409920.952	0	0	0	0,0	RIO_37	2014
370433.90430908	6413881.97759062	0	0	0	0,0	A_1	2018
372149.485492141	6413083.23137482	0	0	0	0,0	A_10	2018
371718.152640226	6414650.17793893	0	0	0	0,0	A_11	2018
372200.631478941	6413942.86200849	8	17.5698415300512	2	4.3924603825128	A_12	2018
370966.970595874	6412650.706262	0	0	0	0,0	A_13	2018
372778.572079619	6413443.31211169	14	28.0219836411278	3.5	7.00549591028194	A_14	2018
371849.343789148	6414277.58259511	2	1.66643329499927	0.5	0.416608323749817	A_15	2018
372902.714590481	6413769.58698327	8	29.4984539206543	2	7.37461348016358	A_16	2018
370580.634545259	6414190.80684222	0	0	0	0,0	A_17	2018
371256.598132642	6413576.69064952	14	63.6978875499476	3.5	15.9244718874869	A_18	2018
373045.515552425	6413357.55825699	2	5.35713312948687	0.5	1.33928328237172	A_19	2018
371000.704696231	6413582.66584737	22	126.435583129644	5.5	31.608895782411	A_2	2018
371309.270664451	6413874.28003842	4	18.8202797151337	1	4.70506992878343	A_20	2018
370626.808062214	6413764.62114256	0	0	0	0,0	A_21	2018
372742.055958225	6412851.96794494	2	2.90543760532814	0.5	0.726359401332036	A_22	2018
370962.277783687	6414759.60042213	14	60.9800117176138	3.5	15.2450029294035	A_23	2018
372043.693397274	6414915.23059891	26	64.3105879322703	6.5	16.0776469830676	A_24	2018
371209.865400051	6412389.21149919	132	837.02924131859	33	209.257310329648	A_25	2018
372038.71702951	6413148.13012721	40	158.588746417835	10	39.6471866044587	A_26	2018
371908.302370968	6414937.21808984	6	15.986271248656	1.5	3.99656781216401	A_27	2018
372119.728442549	6414525.95713481	6	18.2196992684317	1.5	4.55492481710793	A_28	2018
371529.528058787	6412803.77071423	4	16.5924935427717	1	4.14812338569293	A_29	2018
373141.256069797	6413544.18482198	74	206.793780441248	18.5	51.6984451103121	A_3	2018
372461.242882741	6413562.45430612	6	13.3921032820315	1.5	3.34802582050788	A_30	2018
371121.418905332	6414218.98997887	24	64.4641338797669	6	16.1160334699417	A_31	2018
372592.319496122	6413696.73700849	22	139.456254122588	5.5	34.864063530647	A_32	2018
370874.018660116	6414286.31940708	0	0	0	0,0	A_33	2018
371851.946055768	6413228.6553135	24	120.588676193419	6	30.1471690483547	A_34	2018
373224.755932621	6413401.08385946	2	1.35029937320823	0.5	0.337574843302057	A_35	2018
371635.610103332	6413625.96900653	0	0	0	0,0	A_36	2018
370577.731720775	6413510.72183606	10	41.5786630012689	2.5	10.3946657503172	A_37	2018
372704.681064408	6413073.39693006	0	0	0	0,0	A_38	2018
371295.437462677	6415052.67664232	46	142.026977596926	11.5	35.5067443992314	A_39	2018
371421.454089262	6413666.49018584	4	36.9920705539997	1	9.24801763849993	A_4	2018
372160.193671849	6414802.99474064	6	15.3955220695007	1.5	3.84888051737518	A_40	2018
371214.975679899	6412497.66869182	16	117.394963823803	4	29.3487409559508	A_41	2018
372162.262048664	6413565.24305609	14	14.943948153059	3.5	3.73598703826474	A_42	2018
371462.441700601	6414316.39805476	22	114.080700351423	5.5	28.5201750878558	A_43	2018
372282.322413113	6414181.23978268	10	81.0602451246383	2.5	20.2650612811596	A_44	2018
371637.408670722	6413041.16957623	0	0	0	0,0	A_45	2018
373200.654738187	6413919.64697546	12	53.0776346999617	3	13.2694086749904	A_46	2018
371387.379298522	6414304.56205891	12	75.8299418947786	3	18.9574854736946	A_47	2018
372584.235219014	6413931.84867398	22	63.0370812684839	5.5	15.759270317121	A_48	2018
370899.454545549	6414085.18045595	6	1.18614836679921	1.5	0.296537091699802	A_49	2018
370734.594678266	6413665.87753219	4	32.0336352221991	1	8.00840880554978	A_5	2018
371482.711946296	6413427.17767255	16	115.905810867349	4	28.9764527168374	A_50	2018
371620.526510462	6415254.36935763	4	13.7879164223853	1	3.44697910559632	A_51	2018
371536.506360325	6413997.13830103	36	221.985706386264	9	55.4964265965661	A_52	2018
371310.571846606	6412031.52154003	48	304.370910958005	12	76.0927277395013	A_53	2018
372210.170171014	6413049.95580255	38	218.58161439533	9.5	54.6454035988325	A_54	2018
371603.527481769	6414758.70515219	0	0	0	0,0	A_55	2018
372360.782111686	6413681.9357856	0	0	0	0,0	A_56	2018
371630.735663723	6413177.357417	20	80.2639688830344	5	20.0659922207586	A_6	2018
371208.528624568	6414705.51102567	6	57.5101212989725	1.5	14.3775303247431	A_7	2018
371865.992095851	6413924.68124647	8	21.7907660511682	2	5.44769151279205	A_8	2018
371027.532258345	6412480.23642548	10	96.72410876163	2.5	24.1810271904075	A_9	2018
376689.580021374	6408366.810281	0	0	0	0,0	B_1	2018
377642.954586526	6409065.56144457	90	312.77792361628	22.5	78.1944809040699	B_10	2018
373770.465383982	6412654.46901954	26	166.946098747565	6.5	41.7365246868914	B_11	2018
375371.275027979	6411833.57444508	90	422.464364043833	22.5	105.616091010958	B_12	2018
376911.359464779	6409052.01689568	68	280.322188686472	17	70.080547171618	B_13	2018
377578.898739087	6409710.8324953	18	85.5694477672729	4.5	21.3923619418182	B_14	2018
373158.374654298	6413152.75906125	38	213.514342368191	9.5	53.3785855920477	B_15	2018
374657.892398735	6411929.78496397	28	151.610560734429	7	37.9026401836073	B_16	2018
376929.93121353	6408461.15924466	62	244.975609661195	15.5	61.2439024152987	B_17	2018
377091.644116922	6410012.40324907	22	109.475516771144	5.5	27.368879192786	B_18	2018
376030.466657301	6410833.92600418	122	427.979196711906	30.5	106.994799177977	B_19	2018
376649.124927119	6410213.44476678	48	126.146555233982	12	31.5366388084955	B_2	2018
374559.366349545	6412350.02291692	54	209.465401897195	13.5	52.3663504742987	B_20	2018
378787.949244198	6408239.47124778	16	50.8446671830081	4	12.711166795752	B_21	2018
378051.781909422	6409240.05368677	30	86.9731252468442	7.5	21.743281311711	B_22	2018
376649.811447149	6410488.75666065	32	130.679803995448	8	32.6699509988621	B_23	2018
374366.519785624	6412162.34559908	40	242.999532095863	10	60.7498830239658	B_24	2018
377272.658382543	6408834.96620127	144	465.283639532489	36	116.320909883122	B_25	2018
377560.645370449	6408662.46374745	88	249.612730778172	22	62.4031826945431	B_26	2018
373934.171034299	6412743.93539793	48	263.502008461759	12	65.8755021154397	B_27	2018
375685.238751569	6411475.94497001	20	89.4046477153998	5	22.35116192885	B_28	2018
376727.704917739	6409335.22446221	76	365.558479607737	19	91.3896199019343	B_29	2018
376192.988533091	6411015.97994901	10	26.1417708197129	2.5	6.53544270492822	B_3	2018
378539.199839427	6408641.87593369	52	158.310594461598	13	39.5776486153996	B_30	2018
373722.993395804	6413387.79402905	54	237.742901071752	13.5	59.4357252679379	B_31	2018
374715.312327501	6411950.9899021	18	66.1711943639033	4.5	16.5427985909758	B_32	2018
378358.922137645	6408329.94340176	6	26.2256701185967	1.5	6.55641752964917	B_33	2018
377241.268103642	6409791.90466262	4	23.6132086562096	1	5.90330216405241	B_34	2018
376427.384883057	6410834.89627966	36	145.097395116487	9	36.2743487791216	B_35	2018
374688.935647644	6412285.57089148	4	20.0909626651954	1	5.02274066629884	B_36	2018
376541.278249523	6409984.44866419	0	0	0	0,0	B_37	2018
378099.471183833	6409000.08181279	172	447.647640593464	43	111.911910148366	B_38	2018
376758.647689568	6410461.17200155	12	33.6514253219536	3	8.41285633048839	B_39	2018
375022.084353615	6412044.68060421	2	6.98473222693458	0.5	1.74618305673364	B_4	2018
374619.822690377	6412512.43185621	26	96.5179201590492	6.5	24.1294800397623	B_40	2018
377190.024945363	6409129.12876632	156	534.351730894216	39	133.587932723554	B_41	2018
378093.364779508	6408694.48919486	0	0	0	0,0	B_42	2018
373678.188716932	6413326.84616833	58	189.364741273427	14.5	47.3411853183569	B_43	2018
375262.548873837	6411866.86845993	0	0	0	0,0	B_44	2018
377008.017391051	6408873.29881645	16	72.2393015274583	4	18.0598253818646	B_45	2018
376308.183606622	6410682.59610872	18	79.580875139314	4.5	19.8952187848285	B_46	2018
373018.39400925	6412886.94736705	46	349.503186180723	11.5	87.3757965451807	B_47	2018
374464.762594692	6411396.68217147	2	13.7920362808327	0.5	3.44800907020817	B_48	2018
379141.402451384	6408157.6300163	0	0	0	0,0	B_49	2018
379178.537667239	6408042.00524653	0	0	0	0,0	B_5	2018
377279.568402356	6409540.85355354	8	38.0040986439787	2	9.50102466099467	B_50	2018
376246.405373284	6411273.07513389	92	257.98428011883	23	64.4960700297076	B_51	2018
374207.194753077	6412723.1598564	2	10.0026207358922	0.5	2.50065518397304	B_52	2018
376575.076437874	6409386.311676	212	1022.54951918945	53	255.637379797362	B_53	2018
377652.165530032	6409157.01912481	222	719.348828497187	55.5	179.837207124297	B_54	2018
373426.141724763	6412711.62777553	6	44.2764246199597	1.5	11.0691061549899	B_55	2018
375468.424915055	6411791.41682298	80	345.024343669074	20	86.2560859172684	B_56	2018
377286.184598752	6409189.94561393	154	599.017811640654	38.5	149.754452910163	B_57	2018
378380.166319035	6408547.62427033	24	83.8825100069704	6	20.9706275017426	B_58	2018
373707.267834989	6412901.31424397	4	20.2175834928393	1	5.05439587320983	B_59	2018
376856.840805372	6409418.13502403	60	201.843946646189	15	50.4609866615473	B_6	2018
374385.448932652	6411716.53989698	56	263.633886924518	14	65.9084717311294	B_60	2018
376975.189087899	6410193.94053197	8	16.2450658191733	2	4.06126645479332	B_61	2018
376604.346075982	6410453.15795989	24	98.0562172685311	6	24.5140543171328	B_62	2018
375122.067446304	6412108.29489363	4	21.1782123429247	1	5.29455308573118	B_63	2018
374505.712269721	6410885.24393425	8	57.1631745992347	2	14.2907936498087	B_64	2018
377516.496498055	6409831.60473274	0	0	0	0,0	B_65	2018
378745.711083323	6408376.36773937	2	6.98473222693458	0.5	1.74618305673364	B_66	2018
376833.048729938	6409702.85055904	8	55.4520162269922	2	13.8630040567481	B_67	2018
377372.483896631	6408633.23457632	158	490.637140616378	39.5	122.659285154095	B_68	2018
377778.286975567	6408811.25043001	108	258.730455804136	27	64.682613951034	B_69	2018
375907.909390937	6411257.40544842	52	178.066494460133	13	44.5166236150332	B_7	2018
376841.3077732	6409139.06340626	42	188.716304128452	10.5	47.179076032113	B_70	2018
377961.689551874	6408342.64850682	2	10.0026207358922	0.5	2.50065518397304	B_71	2018
374589.420120424	6412013.91350446	10	37.7733896583176	2.5	9.44334741457941	B_72	2018
376428.343320058	6409893.2762697	48	254.876017430319	12	63.7190043575799	B_73	2018
374765.855319982	6412459.68830987	0	0	0	0,0	B_74	2018
374390.058165789	6412416.13944763	32	134.366963660746	8	33.5917409151864	B_8	2018
376341.697774133	6409795.97116908	0	0	0	0,0	B_9	2018
378482.808646519	6403885.33220057	2	12.4376170491771	1	6.21880852458853	C_1	2018
376705.258973645	6404583.9620226	18	95.4818225090617	9	47.7409112545309	C_10	2018
377550.313975777	6405355.17562065	48	164.937601967375	24	82.4688009836873	C_11	2018
376580.731100447	6406470.86622546	2	13.7920362808327	1	6.89601814041634	C_12	2018
377820.31147055	6404967.87300097	4	26.4177857765961	2	13.208892888298	C_13	2018
375989.679363934	6404653.10458971	58	301.694563922313	29	150.847281961156	C_14	2018
377189.301209974	6405429.86592466	8	31.131548251667	4	15.5657741258335	C_15	2018
375213.760926093	6405264.44675535	2	0.647279693218845	1	0.323639846609423	C_16	2018
378346.287966718	6403668.10095012	28	198.006149221985	14	99.0030746109923	C_17	2018
377290.687576227	6404443.13879693	36	212.678373775638	18	106.339186887819	C_18	2018
377535.69103847	6406452.83139932	2	16.7914410526356	1	8.39572052631781	C_19	2018
376919.488038121	6404075.89988416	0	0	0	0,0	C_2	2018
376355.012433836	6405131.97822811	24	159.896061543314	12	79.9480307716572	C_20	2018
377994.392952191	6404677.65978655	12	46.6921394831287	6	23.3460697415644	C_21	2018
376550.562094627	6404558.84569141	82	435.343641331565	41	217.671820665782	C_22	2018
377343.820168269	6406575.06308599	0	0	0	0,0	C_23	2018
376131.655647935	6405285.44890894	2	22.0672976280449	1	11.0336488140224	C_24	2018
377495.485836663	6404074.66026804	6	41.0368821925556	3	20.5184410962778	C_25	2018
376503.724110341	6404821.64597641	40	237.55518373537	20	118.777591867685	C_26	2018
377836.497768007	6405305.9335287	14	42.48244861144	7	21.24122430572	C_27	2018
376710.167337967	6406540.54109151	0	0	0	0,0	C_28	2018
376930.308242904	6405016.12432169	0	0	0	0,0	C_29	2018
376356.085731906	6403981.83709508	6	29.681510143615	3	14.8407550718075	C_3	2018
375900.595451867	6405065.71968672	26	102.10944732252	13	51.0547236612601	C_30	2018
377046.143965525	6405721.30851642	6	35.3331568347588	3	17.6665784173794	C_31	2018
375560.787447595	6405488.03914218	0	0	0	0,0	C_32	2018
378033.009099378	6403803.91182017	2	10.0026207358922	1	5.00131036794608	C_33	2018
377366.652310992	6404339.71875595	16	90.3395405908404	8	45.1697702954202	C_34	2018
377302.016204782	6406442.06307877	18	76.2645985893402	9	38.1322992946701	C_35	2018
376624.454251019	6405163.5842548	0	0	0	0,0	C_36	2018
378149.620414156	6404222.37025728	0	0	0	0,0	C_37	2018
376498.228418857	6404889.02061668	30	164.76525876881	15	82.3826293844052	C_38	2018
377442.220585764	6406120.06004086	98	326.418930623289	49	163.209465311645	C_39	2018
375950.483031699	6405767.56976447	0	0	0	0,0	C_4	2018
376190.771202249	6405152.2347516	30	239.980960333575	15	119.990480166787	C_40	2018
377772.03661504	6404173.93029837	20	30.0082038186096	10	15.0041019093048	C_41	2018
376186.616043532	6405083.28129104	40	229.885589681825	20	114.942794840913	C_42	2018
377030.282001799	6405557.62377979	0	0	0	0,0	C_43	2018
374892.395100256	6405381.53403897	0	0	0	0,0	C_44	2018
